Contest,Candidate Issue,Party,Precinct Name,Mail Votes,Election Day Votes,Total Votes,% of Total Votes
President and Vice President,Don Blankenship and William Mohr,CPF,PCT 23,-,-,6,0.16
President and Vice President,Don Blankenship and William Mohr,CPF,PCT 24,0,0,0,0.00
President and Vice President,Don Blankenship and William Mohr,CPF,PCT 25,0,0,0,0.00
President and Vice President,Don Blankenship and William Mohr,CPF,PCT 26,-,-,2,0.09
President and Vice President,Don Blankenship and William Mohr,CPF,PCT 27,0,0,0,0.00
President and Vice President,Don Blankenship and William Mohr,CPF,PCT 28,-,-,1,0.06
President and Vice President,Don Blankenship and William Mohr,CPF,PCT 29,-,-,1,0.05
President and Vice President,Don Blankenship and William Mohr,CPF,PCT 30,0,0,0,0.00
President and Vice President,Don Blankenship and William Mohr,CPF,PCT 31,-,-,1,0.03
President and Vice President,Don Blankenship and William Mohr,CPF,PCT 32,0,0,0,0.00
President and Vice President,Don Blankenship and William Mohr,CPF,PCT 33,0,0,0,0.00
President and Vice President,Don Blankenship and William Mohr,CPF,PCT 34,0,0,0,0.00
President and Vice President,Don Blankenship and William Mohr,CPF,PCT 35,-,-,2,0.12
President and Vice President,Don Blankenship and William Mohr,CPF,PCT 36,0,0,0,0.00
President and Vice President,Don Blankenship and William Mohr,CPF,PCT 37,-,-,3,0.13
President and Vice President,Don Blankenship and William Mohr,CPF,PCT 38,-,-,1,0.08
President and Vice President,Don Blankenship and William Mohr,CPF,PCT 39,0,0,0,0.00
President and Vice President,Don Blankenship and William Mohr,CPF,PCT 40,-,-,3,0.20
President and Vice President,Don Blankenship and William Mohr,CPF,PCT 41,-,-,2,0.11
President and Vice President,Don Blankenship and William Mohr,CPF,PCT 42,-,-,4,0.36
President and Vice President,Don Blankenship and William Mohr,CPF,PCT 43,-,-,2,0.15
President and Vice President,Don Blankenship and William Mohr,CPF,PCT 44,-,-,1,0.12
President and Vice President,Write-In Candidates,,PCT 1,-,-,3,0.19
President and Vice President,Write-In Candidates,,PCT 2,-,-,3,0.30
President and Vice President,Write-In Candidates,,PCT 3,0,0,0,0.00
President and Vice President,Write-In Candidates,,PCT 4,-,-,2,0.08
President and Vice President,Write-In Candidates,,PCT 5,-,-,2,0.08
President and Vice President,Write-In Candidates,,PCT 6,-,-,3,0.09
President and Vice President,Write-In Candidates,,PCT 7,0,0,0,0.00
President and Vice President,Write-In Candidates,,PCT 8,-,-,1,0.03
President and Vice President,Write-In Candidates,,PCT 9,-,-,8,0.27
President and Vice President,Write-In Candidates,,PCT 10,-,-,10,0.26
President and Vice President,Write-In Candidates,,PCT 11,-,-,6,0.13
President and Vice President,Write-In Candidates,,PCT 12,-,-,7,0.17
President and Vice President,Write-In Candidates,,PCT 13,-,-,4,0.18
President and Vice President,Write-In Candidates,,PCT 14,-,-,8,0.23
President and Vice President,Write-In Candidates,,PCT 15,-,-,9,0.33
President and Vice President,Write-In Candidates,,PCT 16,-,-,3,0.22
President and Vice President,Write-In Candidates,,PCT 17,-,-,10,0.30
President and Vice President,Write-In Candidates,,PCT 18,-,-,5,0.25
President and Vice President,Write-In Candidates,,PCT 19,-,-,2,0.13
President and Vice President,Write-In Candidates,,PCT 20,-,-,7,0.49
President and Vice President,Write-In Candidates,,PCT 21,-,-,11,0.31
President and Vice President,Write-In Candidates,,PCT 22,-,-,3,0.09
President and Vice President,Write-In Candidates,,PCT 23,-,-,11,0.29
President and Vice President,Write-In Candidates,,PCT 24,-,-,4,0.31
President and Vice President,Write-In Candidates,,PCT 25,-,-,9,0.49
President and Vice President,Write-In Candidates,,PCT 26,-,-,4,0.18
President and Vice President,Write-In Candidates,,PCT 27,-,-,9,0.36
President and Vice President,Write-In Candidates,,PCT 28,-,-,4,0.26
President and Vice President,Write-In Candidates,,PCT 29,-,-,4,0.19
President and Vice President,Write-In Candidates,,PCT 30,0,0,0,0.00
President and Vice President,Write-In Candidates,,PCT 31,-,-,10,0.33
President and Vice President,Write-In Candidates,,PCT 32,-,-,2,0.17
President and Vice President,Write-In Candidates,,PCT 33,-,-,3,0.24
President and Vice President,Write-In Candidates,,PCT 34,-,-,2,0.22
President and Vice President,Write-In Candidates,,PCT 35,-,-,8,0.46
President and Vice President,Write-In Candidates,,PCT 36,-,-,2,0.31
President and Vice President,Write-In Candidates,,PCT 37,-,-,4,0.18
President and Vice President,Write-In Candidates,,PCT 38,-,-,1,0.08
President and Vice President,Write-In Candidates,,PCT 39,-,-,8,0.28
President and Vice President,Write-In Candidates,,PCT 40,-,-,4,0.27
President and Vice President,Write-In Candidates,,PCT 41,-,-,4,0.21
President and Vice President,Write-In Candidates,,PCT 42,0,0,0,0.00
President and Vice President,Write-In Candidates,,PCT 43,-,-,4,0.30
President and Vice President,Write-In Candidates,,PCT 44,-,-,1,0.12
President and Vice President,OVER VOTES,,PCT 1,-,-,4,0.25
President and Vice President,OVER VOTES,,PCT 2,0,0,0,0.00
President and Vice President,OVER VOTES,,PCT 3,-,-,1,0.17
President and Vice President,OVER VOTES,,PCT 4,-,-,3,0.12
President and Vice President,OVER VOTES,,PCT 5,-,-,2,0.08
President and Vice President,OVER VOTES,,PCT 6,-,-,2,0.06
President and Vice President,OVER VOTES,,PCT 7,0,0,0,0.00
President and Vice President,OVER VOTES,,PCT 8,-,-,2,0.07
President and Vice President,OVER VOTES,,PCT 9,0,0,0,0.00
President and Vice President,OVER VOTES,,PCT 10,-,-,2,0.05
President and Vice President,OVER VOTES,,PCT 11,-,-,4,0.09
President and Vice President,OVER VOTES,,PCT 12,-,-,7,0.17
President and Vice President,OVER VOTES,,PCT 13,-,-,1,0.04
President and Vice President,OVER VOTES,,PCT 14,-,-,2,0.06
President and Vice President,OVER VOTES,,PCT 15,-,-,1,0.04
President and Vice President,OVER VOTES,,PCT 16,0,0,0,0.00
President and Vice President,OVER VOTES,,PCT 17,-,-,3,0.09
President and Vice President,OVER VOTES,,PCT 18,-,-,1,0.05
President and Vice President,OVER VOTES,,PCT 19,-,-,2,0.13
President and Vice President,OVER VOTES,,PCT 20,0,0,0,0.00
President and Vice President,OVER VOTES,,PCT 21,-,-,3,0.08
President and Vice President,OVER VOTES,,PCT 22,-,-,2,0.06
President and Vice President,OVER VOTES,,PCT 23,-,-,2,0.05
President and Vice President,OVER VOTES,,PCT 24,0,0,0,0.00
President and Vice President,OVER VOTES,,PCT 25,-,-,3,0.16
President and Vice President,OVER VOTES,,PCT 26,-,-,2,0.09
President and Vice President,OVER VOTES,,PCT 27,-,-,1,0.04
President and Vice President,OVER VOTES,,PCT 28,0,0,0,0.00
President and Vice President,OVER VOTES,,PCT 29,-,-,6,0.29
President and Vice President,OVER VOTES,,PCT 30,0,0,0,0.00
President and Vice President,OVER VOTES,,PCT 31,-,-,3,0.10
President and Vice President,OVER VOTES,,PCT 32,-,-,3,0.26
President and Vice President,OVER VOTES,,PCT 33,-,-,6,0.47
President and Vice President,OVER VOTES,,PCT 34,-,-,2,0.22
President and Vice President,OVER VOTES,,PCT 35,-,-,3,0.17
President and Vice President,OVER VOTES,,PCT 36,-,-,2,0.31
President and Vice President,OVER VOTES,,PCT 37,-,-,10,0.44
President and Vice President,OVER VOTES,,PCT 38,-,-,1,0.08
President and Vice President,OVER VOTES,,PCT 39,-,-,2,0.07
President and Vice President,OVER VOTES,,PCT 40,-,-,3,0.20
President and Vice President,OVER VOTES,,PCT 41,-,-,4,0.21
President and Vice President,OVER VOTES,,PCT 42,-,-,1,0.09
President and Vice President,OVER VOTES,,PCT 43,-,-,4,0.30
President and Vice President,OVER VOTES,,PCT 44,-,-,1,0.12
President and Vice President,UNDER VOTES,,PCT 1,-,-,2,0.13
President and Vice President,UNDER VOTES,,PCT 2,0,0,0,0.00
President and Vice President,UNDER VOTES,,PCT 3,0,0,0,0.00
President and Vice President,UNDER VOTES,,PCT 4,-,-,5,0.20
President and Vice President,UNDER VOTES,,PCT 5,-,-,3,0.11
President and Vice President,UNDER VOTES,,PCT 6,-,-,7,0.21
President and Vice President,UNDER VOTES,,PCT 7,-,-,1,0.21
President and Vice President,UNDER VOTES,,PCT 8,-,-,6,0.21
President and Vice President,UNDER VOTES,,PCT 9,-,-,6,0.20
President and Vice President,UNDER VOTES,,PCT 10,-,-,6,0.15
President and Vice President,UNDER VOTES,,PCT 11,-,-,8,0.17
President and Vice President,UNDER VOTES,,PCT 12,-,-,10,0.24
President and Vice President,UNDER VOTES,,PCT 13,-,-,4,0.18
President and Vice President,UNDER VOTES,,PCT 14,-,-,8,0.23
President and Vice President,UNDER VOTES,,PCT 15,-,-,9,0.33
President and Vice President,UNDER VOTES,,PCT 16,-,-,1,0.07
President and Vice President,UNDER VOTES,,PCT 17,-,-,4,0.12
President and Vice President,UNDER VOTES,,PCT 18,-,-,2,0.10
President and Vice President,UNDER VOTES,,PCT 19,-,-,4,0.26
President and Vice President,UNDER VOTES,,PCT 20,-,-,2,0.14
President and Vice President,UNDER VOTES,,PCT 21,-,-,3,0.08
President and Vice President,UNDER VOTES,,PCT 22,-,-,4,0.12
President and Vice President,UNDER VOTES,,PCT 23,-,-,11,0.29
President and Vice President,UNDER VOTES,,PCT 24,-,-,4,0.31
President and Vice President,UNDER VOTES,,PCT 25,-,-,3,0.16
President and Vice President,UNDER VOTES,,PCT 26,-,-,8,0.37
President and Vice President,UNDER VOTES,,PCT 27,-,-,6,0.24
President and Vice President,UNDER VOTES,,PCT 28,-,-,3,0.19
President and Vice President,UNDER VOTES,,PCT 29,-,-,4,0.19
President and Vice President,UNDER VOTES,,PCT 30,-,-,2,0.21
President and Vice President,UNDER VOTES,,PCT 31,-,-,9,0.29
President and Vice President,UNDER VOTES,,PCT 32,-,-,3,0.26
President and Vice President,UNDER VOTES,,PCT 33,-,-,3,0.24
President and Vice President,UNDER VOTES,,PCT 34,0,0,0,0.00
President and Vice President,UNDER VOTES,,PCT 35,-,-,6,0.35
President and Vice President,UNDER VOTES,,PCT 36,-,-,3,0.46
President and Vice President,UNDER VOTES,,PCT 37,-,-,5,0.22
President and Vice President,UNDER VOTES,,PCT 38,-,-,2,0.16
President and Vice President,UNDER VOTES,,PCT 39,-,-,8,0.28
President and Vice President,UNDER VOTES,,PCT 40,-,-,5,0.33
President and Vice President,UNDER VOTES,,PCT 41,-,-,3,0.16
President and Vice President,UNDER VOTES,,PCT 42,-,-,2,0.18
President and Vice President,UNDER VOTES,,PCT 43,-,-,3,0.22
President and Vice President,UNDER VOTES,,PCT 44,-,-,2,0.25
Representative in Congress District 2,Neal Dunn,REP,PCT 1,-,-,1406,89.50
Representative in Congress District 2,Neal Dunn,REP,PCT 2,-,-,899,89.72
Representative in Congress District 2,Neal Dunn,REP,PCT 3,-,-,518,89.16
Representative in Congress District 2,Neal Dunn,REP,PCT 4,-,-,2326,91.83
Representative in Congress District 2,Neal Dunn,REP,PCT 5,436,1921,2357,89.31
Representative in Congress District 2,Neal Dunn,REP,PCT 6,-,-,3004,89.97
Representative in Congress District 2,Neal Dunn,REP,PCT 7,100,321,421,88.08
Representative in Congress District 2,Neal Dunn,REP,PCT 8,-,-,2365,81.98
Representative in Congress District 2,Neal Dunn,REP,PCT 9,-,-,2364,80.68
Representative in Congress District 2,Neal Dunn,REP,PCT 10,-,-,3189,81.62
Representative in Congress District 2,Neal Dunn,REP,PCT 11,-,-,3759,80.82
Representative in Congress District 2,Neal Dunn,REP,PCT 12,-,-,3415,82.41
Representative in Congress District 2,Neal Dunn,REP,PCT 13,-,-,1899,83.80
Representative in Congress District 2,Neal Dunn,REP,PCT 14,-,-,2968,84.17
Representative in Congress District 2,Neal Dunn,REP,PCT 15,-,-,2319,85.41
Representative in Congress District 2,Neal Dunn,REP,PCT 16,-,-,1241,90.65
Representative in Congress District 2,Neal Dunn,REP,PCT 17,-,-,2821,84.87
Representative in Congress District 2,Neal Dunn,REP,PCT 18,-,-,1767,87.69
Representative in Congress District 2,Neal Dunn,REP,PCT 19,-,-,1165,76.04
Representative in Congress District 2,Neal Dunn,REP,PCT 20,-,-,1211,84.92
Representative in Congress District 2,Neal Dunn,REP,PCT 21,-,-,3078,85.91
Representative in Congress District 2,Neal Dunn,REP,PCT 22,-,-,2691,83.34
Representative in Congress District 2,Neal Dunn,REP,PCT 23,-,-,3099,82.84
Representative in Congress District 2,Neal Dunn,REP,PCT 24,-,-,1067,82.08
Representative in Congress District 2,Neal Dunn,REP,PCT 25,-,-,1550,84.65
Representative in Congress District 2,Neal Dunn,REP,PCT 26,585,1243,1828,84.43
Representative in Congress District 2,Neal Dunn,REP,PCT 27,-,-,2063,82.72
Representative in Congress District 2,Neal Dunn,REP,PCT 28,-,-,1227,78.50
Representative in Congress District 2,Neal Dunn,REP,PCT 29,-,-,1592,76.58
Representative in Congress District 2,Neal Dunn,REP,PCT 30,-,-,733,77.16
Representative in Congress District 2,Neal Dunn,REP,PCT 31,-,-,2293,74.96
Representative in Congress District 2,Neal Dunn,REP,PCT 32,-,-,602,51.81
Representative in Congress District 2,Neal Dunn,REP,PCT 33,240,565,805,63.64
Representative in Congress District 2,Neal Dunn,REP,PCT 34,-,-,705,78.42
Representative in Congress District 2,Neal Dunn,REP,PCT 35,429,921,1350,77.63
Representative in Congress District 2,Neal Dunn,REP,PCT 36,-,-,481,74.00
Representative in Congress District 2,Neal Dunn,REP,PCT 37,-,-,1771,78.05
Representative in Congress District 2,Neal Dunn,REP,PCT 38,-,-,1016,82.60
Representative in Congress District 2,Neal Dunn,REP,PCT 39,-,-,2333,82.12
Representative in Congress District 2,Neal Dunn,REP,PCT 40,-,-,1184,78.67
Representative in Congress District 2,Neal Dunn,REP,PCT 41,-,-,1484,79.66
Representative in Congress District 2,Neal Dunn,REP,PCT 42,-,-,900,82.04
Representative in Congress District 2,Neal Dunn,REP,PCT 43,-,-,1089,80.91
Representative in Congress District 2,Neal Dunn,REP,PCT 44,-,-,642,79.16
Representative in Congress District 2,Write-In Candidate,,PCT 1,-,-,41,2.61
Representative in Congress District 2,Write-In Candidate,,PCT 2,-,-,29,2.89
Representative in Congress District 2,Write-In Candidate,,PCT 3,-,-,24,4.13
Representative in Congress District 2,Write-In Candidate,,PCT 4,35,30,65,2.57
Representative in Congress District 2,Write-In Candidate,,PCT 5,49,30,79,2.99
Representative in Congress District 2,Write-In Candidate,,PCT 6,40,50,90,2.70
Representative in Congress District 2,Write-In Candidate,,PCT 7,-,-,26,5.44
Representative in Congress District 2,Write-In Candidate,,PCT 8,-,-,162,5.62
Representative in Congress District 2,Write-In Candidate,,PCT 9,85,80,165,5.63
Representative in Congress District 2,Write-In Candidate,,PCT 10,119,98,217,5.55
Representative in Congress District 2,Write-In Candidate,,PCT 11,144,119,263,5.65
Representative in Congress District 2,Write-In Candidate,,PCT 12,-,-,251,6.06
Representative in Congress District 2,Write-In Candidate,,PCT 13,56,64,120,5.30
Representative in Congress District 2,Write-In Candidate,,PCT 14,103,96,199,5.64
Representative in Congress District 2,Write-In Candidate,,PCT 15,60,63,123,4.53
Representative in Congress District 2,Write-In Candidate,,PCT 16,-,-,35,2.56
Representative in Congress District 2,Write-In Candidate,,PCT 17,81,91,172,5.17
Representative in Congress District 2,Write-In Candidate,,PCT 18,-,-,67,3.33
Representative in Congress District 2,Write-In Candidate,,PCT 19,50,52,102,6.66
Representative in Congress District 2,Write-In Candidate,,PCT 20,30,39,69,4.84
Representative in Congress District 2,Write-In Candidate,,PCT 21,88,74,162,4.52
Representative in Congress District 2,Write-In Candidate,,PCT 22,93,97,190,5.88
Representative in Congress District 2,Write-In Candidate,,PCT 23,74,90,164,4.38
Representative in Congress District 2,Write-In Candidate,,PCT 24,45,33,78,6.00
Representative in Congress District 2,Write-In Candidate,,PCT 25,52,52,104,5.68
Representative in Congress District 2,Write-In Candidate,,PCT 26,-,-,115,5.31
Representative in Congress District 2,Write-In Candidate,,PCT 27,-,-,130,5.21
Representative in Congress District 2,Write-In Candidate,,PCT 28,55,57,112,7.17
Representative in Congress District 2,Write-In Candidate,,PCT 29,83,83,166,7.98
Representative in Congress District 2,Write-In Candidate,,PCT 30,-,-,61,6.42
Representative in Congress District 2,Write-In Candidate,,PCT 31,172,88,260,8.50
Representative in Congress District 2,Write-In Candidate,,PCT 32,54,86,140,12.05
Representative in Congress District 2,Write-In Candidate,,PCT 33,61,57,118,9.33
Representative in Congress District 2,Write-In Candidate,,PCT 34,-,-,64,7.12
Representative in Congress District 2,Write-In Candidate,,PCT 35,83,65,148,8.51
Representative in Congress District 2,Write-In Candidate,,PCT 36,-,-,44,6.77
Representative in Congress District 2,Write-In Candidate,,PCT 37,78,76,154,6.79
Representative in Congress District 2,Write-In Candidate,,PCT 38,38,34,72,5.85
Representative in Congress District 2,Write-In Candidate,,PCT 39,91,67,158,5.56
Representative in Congress District 2,Write-In Candidate,,PCT 40,-,-,99,6.58
Representative in Congress District 2,Write-In Candidate,,PCT 41,-,-,115,6.17
Representative in Congress District 2,Write-In Candidate,,PCT 42,-,-,72,6.56
Representative in Congress District 2,Write-In Candidate,,PCT 43,52,35,87,6.46
Representative in Congress District 2,Write-In Candidate,,PCT 44,-,-,48,5.92
Representative in Congress District 2,OVER VOTES,,PCT 1,-,-,2,0.13
Representative in Congress District 2,OVER VOTES,,PCT 2,0,0,0,0.00
Representative in Congress District 2,OVER VOTES,,PCT 3,0,0,0,0.00
Representative in Congress District 2,OVER VOTES,,PCT 4,-,-,1,0.04
Representative in Congress District 2,OVER VOTES,,PCT 5,0,0,0,0.00
Representative in Congress District 2,OVER VOTES,,PCT 6,0,0,0,0.00
Representative in Congress District 2,OVER VOTES,,PCT 7,0,0,0,0.00
Representative in Congress District 2,OVER VOTES,,PCT 8,-,-,1,0.03
Representative in Congress District 2,OVER VOTES,,PCT 9,-,-,1,0.03
Representative in Congress District 2,OVER VOTES,,PCT 10,-,-,1,0.03
Representative in Congress District 2,OVER VOTES,,PCT 11,-,-,1,0.02
Representative in Congress District 2,OVER VOTES,,PCT 12,0,0,0,0.00
Representative in Congress District 2,OVER VOTES,,PCT 13,0,0,0,0.00
Representative in Congress District 2,OVER VOTES,,PCT 14,-,-,2,0.06
Representative in Congress District 2,OVER VOTES,,PCT 15,0,0,0,0.00
Representative in Congress District 2,OVER VOTES,,PCT 16,0,0,0,0.00
Representative in Congress District 2,OVER VOTES,,PCT 17,-,-,3,0.09
Representative in Congress District 2,OVER VOTES,,PCT 18,0,0,0,0.00
Representative in Congress District 2,OVER VOTES,,PCT 19,-,-,1,0.07
